"","Rk.x","School","SOS","FG.x","FGA.x","X3P.x","FT.x","FTA.x","ORB.x","TRB.x","TOV.x","Rk.y","FG.y","FGA.y","X3P.y","FT.y","FTA.y","ORB.y","TRB.y","TOV.y"
"36",36,"Butler NCAA",8.62,814,1882,192,526,767,408,1239,376,36,877,1954,274,512,689,278,1137,484
"37",37,"Cal Poly",0.43,620,1589,166,346,506,342,1002,255,37,816,1790,228,442,593,307,1143,347
"38",38,"Cal State Bakersfield",-5.8,715,1703,186,484,669,368,1143,409,38,679,1597,244,466,664,291,1009,407
"39",39,"Cal State Fullerton",-1.06,698,1695,167,428,623,323,1088,391,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,"Cal State Northridge",0.39,740,1742,110,558,729,325,1133,435,40,801,1726,194,410,567,323,1104,333
"41",41,"UC-Davis",-2.58,775,1583,274,439,598,255,995,427,41,768,1806,221,484,658,330,1134,506
"42",42,"UC-Irvine NCAA",0.45,854,1851,217,370,541,329,1198,396,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,"UC-Riverside",-1.16,707,1691,207,404,592,337,1080,413,43,735,1776,233,460,663,351,1195,432
"44",44,"UC-Santa Barbara",0.98,806,1836,225,421,572,352,1134,360,44,803,1863,228,377,538,296,1081,368
"45",45,"University of California",6.15,821,1868,185,368,567,299,1170,365,45,852,1807,282,497,689,316,1116,443
"46",46,"Campbell",-5.3,705,1654,262,373,597,305,988,403,46,861,1933,235,455,633,308,1151,427
"47",47,"Canisius",-2.79,762,1864,215,429,596,401,1157,393,47,818,1825,207,503,686,334,1121,500
"48",48,"Central Arkansas",-5.94,646,1524,196,406,599,273,903,529,48,975,2183,252,564,834,445,1405,509
"49",49,"Central Connecticut State",-5.62,674,1675,146,340,479,332,1046,425,49,816,1860,276,392,560,319,1029,360
"50",50,"Central Florida",0.78,704,1621,202,371,577,313,997,390,50,718,1790,201,338,469,321,1085,394
"51",51,"Central Michigan",-1.1,848,1816,322,486,670,327,1080,325,51,966,2173,318,411,567,378,1269,465
"52",52,"Charleston Southern",-5.23,777,1846,288,435,633,403,1171,354,52,714,1644,284,421,559,273,1021,484
"53",53,"Charlotte",0.35,858,1853,201,445,685,382,1166,435,53,842,1762,231,402,566,289,1044,370
"54",54,"Chattanooga",-4.06,793,1754,217,522,762,371,1118,418,54,902,1880,228,392,525,283,1105,430
"55",55,"Chicago State",-2.48,659,1747,194,343,514,391,1050,471,55,949,1908,295,563,797,363,1250,454
"56",56,"Cincinnati NCAA",4.4,761,1705,167,424,633,383,1178,432,56,739,1974,231,362,529,361,1127,514
"57",57,"Citadel",-4.68,647,1436,206,419,546,271,874,392,57,1020,2123,331,448,619,393,1382,542
"58",58,"Clemson",7.18,689,1685,171,395,579,369,1122,365,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,"Cleveland State",-0.78,794,1760,238,382,557,353,1072,408,59,936,2052,289,452,633,390,1335,490
"60",60,"Coastal Carolina NCAA",-6.18,836,1899,228,538,780,447,1338,399,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,"Colgate",-3.41,804,1661,253,316,453,229,994,379,61,831,1836,270,383,520,285,1128,431
"62",62,"College of Charleston",-1.26,686,1708,197,365,553,314,1064,397,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,"Colorado State",0.69,837,1901,245,535,794,411,1287,361,63,879,1918,302,477,677,321,1166,406
"64",64,"Colorado",6.19,812,1861,179,542,760,400,1269,450,64,808,1909,265,456,649,312,1091,339
"65",65,"Columbia",-1.49,637,1453,244,298,416,287,916,328,65,723,1608,269,370,505,275,1000,354
"66",66,"Connecticut",4.22,800,1824,226,417,590,331,1178,404,66,804,1856,288,444,629,371,1176,400
"67",67,"Coppin State",-4.78,758,1906,295,408,590,319,994,418,67,810,1897,247,517,713,379,1332,404
"68",68,"Cornell",-1.92,615,1558,181,457,610,248,981,359,68,809,1785,258,374,516,316,1042,320
"69",69,"Creighton",7.05,746,1776,262,467,644,348,1139,391,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,"Dartmouth",-3.32,657,1510,173,348,539,298,949,373,70,724,1552,220,302,386,233,901,337
"71",71,"Davidson NCAA",3.19,898,1924,343,390,553,335,1144,303,71,802,1826,266,370,540,258,1042,352
"72",72,"Dayton NCAA",4.06,810,1755,239,580,846,255,1121,415,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,"Delaware State",-6.75,888,2121,282,475,672,424,1375,484,73,846,1822,313,454,646,367,1146,410
"74",74,"Delaware",-1.69,675,1646,199,430,627,314,1061,367,74,869,1909,274,416,574,297,1139,338
"75",75,"Denver",-3.13,657,1369,224,327,427,148,717,338,75,746,1719,250,447,618,250,929,335
"76",76,"DePaul",7.49,757,1739,248,458,635,292,969,428,76,787,1788,286,429,578,303,1083,447
"77",77,"Detroit Mercy",0.13,840,1889,231,423,619,343,1109,436,77,959,1989,298,527,743,356,1230,434
"78",78,"Drake",2.22,637,1396,200,370,482,192,810,409,78,937,2076,264,357,504,322,1235,413
"79",79,"Drexel",-0.85,614,1569,176,383,514,287,948,313,79,948,2054,246,449,636,371,1204,374
"80",80,"Duke NCAA",9.87,1099,2191,283,610,873,445,1436,421,80,957,2364,279,383,526,432,1216,453
"81",81,"Duquesne",1.41,803,1788,245,362,577,353,1124,381,81,803,1771,192,447,645,309,1094,401
"82",82,"East Carolina",1,750,1777,233,383,563,333,1048,379,82,818,1808,225,385,562,350,1108,360
"83",83,"East Tennessee State",-4.01,722,1712,280,477,661,331,1052,381,83,778,1929,250,435,622,352,1128,500
"84",84,"Eastern Illinois",-2.42,746,1696,241,364,558,255,1003,396,84,740,1696,246,394,551,308,1070,410
"85",85,"Eastern Kentucky",-4.16,818,1763,299,438,562,225,876,374,85,849,1801,256,417,619,327,1106,412
"86",86,"Eastern Michigan",-0.14,806,1963,230,587,817,403,1271,411,86,814,2013,278,433,599,411,1244,506
"87",87,"Eastern Washington NCAA",-3.84,977,2045,344,522,719,351,1183,376,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,"Elon",-2.69,807,1906,240,475,695,355,1151,440,88,892,2037,332,321,458,341,1224,327
"89",89,"Evansville",-0.07,899,1854,153,601,803,284,1168,455,89,712,1696,246,375,545,278,1025,437
"90",90,"Fairfield",-2.31,614,1578,198,419,585,286,979,396,90,886,1946,271,506,716,317,1243,457
"91",91,"Fairleigh Dickinson",-4.54,681,1658,208,386,557,300,869,372,91,812,1851,250,476,639,382,1144,451
"92",92,"Florida A&M",-8.52,560,1500,119,368,567,281,914,415,92,963,2027,243,515,727,426,1329,458
"93",93,"Florida Atlantic",-2.06,651,1562,212,301,447,265,904,367,93,788,1827,192,404,583,303,1167,393
"94",94,"Florida Gulf Coast",-4.98,814,1883,197,399,603,404,1257,386,94,884,2092,267,480,712,358,1151,494
"95",95,"Florida International",-3.23,749,1694,151,411,647,313,1129,493,95,799,1841,240,440,643,321,1257,467
"96",96,"Florida State",7.02,763,1669,147,524,783,328,1109,478,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,"Florida",9.67,766,1763,218,351,553,348,1095,409,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,"Fordham",2.72,711,1713,187,406,559,373,1117,452,98,806,1738,205,362,528,334,1193,440
"99",99,"Fresno State",1.3,725,1692,179,457,662,286,1010,358,99,749,1725,220,483,658,254,1001,432
"100",100,"Furman",-3.46,701,1636,216,480,717,316,1068,438,100,825,1905,224,386,550,319,1152,489
"101",101,"Gardner-Webb",-3.11,909,2028,288,513,767,387,1226,430,101,798,1839,256,455,639,295,1109,404
"102",102,"George Mason",4.6,708,1663,130,450,676,391,1113,445,102,899,1994,278,421,614,322,1173,376
"103",103,"George Washington",2.79,827,1887,192,508,754,422,1278,420,103,857,1891,229,376,532,330,1084,374
"104",104,"Georgetown NCAA",9.81,799,1753,201,541,769,367,1152,415,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,"Georgia Southern",-4.72,733,1765,234,412,616,391,1160,365,105,816,1916,245,438,661,383,1272,486
"106",106,"Georgia State NCAA",-2.03,902,1878,174,521,719,322,1116,366,106,771,1963,307,507,727,416,1296,501
"107",107,"Georgia Tech",8.45,734,1800,131,363,560,444,1187,394,107,768,1791,227,407,569,331,1082,403
"108",108,"Georgia NCAA",8.6,747,1730,184,572,826,360,1260,420,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,"Gonzaga NCAA",5.12,1084,2083,264,557,806,391,1441,397,109,890,2178,272,453,633,316,1160,455
"110",110,"Grambling",-8,512,1417,105,380,584,294,928,486,110,792,1820,209,528,778,357,1160,465
"111",111,"Grand Canyon",-5.45,759,1683,198,482,674,281,1016,358,111,767,1906,161,518,734,357,1238,511
"112",112,"Green Bay",-0.4,829,1808,141,453,705,369,1178,391,112,899,2087,253,448,631,372,1307,450
"113",113,"Hampton NCAA",-7.08,796,1959,194,560,859,416,1292,494,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,"Hartford",-5.16,645,1596,235,333,477,264,936,364,114,820,1869,262,416,622,322,1149,407
"115",115,"Harvard NCAA",-0.25,671,1548,146,438,609,316,1025,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,"Hawaii",-0.83,901,2056,226,523,762,421,1231,467,116,714,1618,196,447,619,232,965,423
"117",117,"High Point",-4.61,862,1816,206,477,649,323,1086,376,117,674,1581,210,435,593,283,976,441
"118",118,"Hofstra",-4.46,902,2013,303,561,801,402,1240,379,118,874,1831,237,412,586,282,1042,362
"119",119,"Holy Cross",-3.82,692,1643,189,406,568,305,930,328,119,713,1653,260,413,561,330,1074,399
"120",120,"Houston Baptist",-5.63,728,1596,129,443,611,366,1061,429,120,912,1895,271,522,687,313,1177,456
"121",121,"Houston",-0.91,705,1795,259,391,575,403,1129,425,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",122,"Howard",-7.86,695,1621,149,493,705,353,1110,517,122,931,1992,251,541,773,424,1313,465
"123",123,"Idaho State",-5.45,699,1588,148,391,601,302,972,355,123,816,1789,208,392,555,286,1041,358
"124",124,"Idaho",-4.79,805,1726,236,455,642,312,1086,360,124,746,1781,261,381,535,264,939,342
"125",125,"Illinois-Chicago",-0.36,724,1870,204,549,745,391,1142,375,125,919,2265,245,514,744,420,1335,465
"126",126,"Illinois State",2.87,846,1945,212,481,674,439,1256,449,126,828,1944,240,522,738,382,1288,426
"127",127,"Illinois",6.93,786,1903,238,471,593,351,1134,328,127,788,1669,200,586,802,295,1063,543
"128",128,"Incarnate Word",-6.47,773,1647,204,548,747,267,969,329,128,775,1746,212,401,565,365,1076,385
"129",129,"Indiana State",1.21,681,1601,225,473,674,271,1008,437,129,760,1714,225,508,706,253,1074,439
"130",130,"Indiana NCAA",7.2,923,1989,319,468,651,407,1224,392,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,"Iona",-2.52,950,2051,344,538,768,348,1260,427,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,"Iowa State NCAA",9.15,940,1973,263,502,721,323,1221,375,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,"Iowa NCAA",8.39,821,1905,192,538,723,422,1274,377,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,"Fort Wayne",-3.41,754,1603,221,442,645,242,1001,365,134,924,1999,266,421,568,286,1176,500
"135",135,"IUPUI",-1.93,692,1623,126,373,532,318,1009,482,135,759,1614,211,451,612,275,1022,441
"136",136,"Jackson State",-9.52,701,1812,153,386,597,460,1188,459,136,719,1599,205,518,736,311,1202,474
"137",137,"Jacksonville State",-4.52,647,1698,179,466,651,346,1043,377,137,821,2016,275,452,642,336,1169,473
"138",138,"Jacksonville",-6.46,701,1710,203,453,685,317,1008,394,138,907,2043,247,421,571,342,1219,465
"139",139,"James Madison",-1.53,748,1660,228,493,700,299,1067,431,139,811,1804,260,532,745,309,1158,426
"140",140,"Kansas State",9.29,690,1593,141,495,732,338,1015,424,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,"Kansas NCAA",12.13,869,1976,213,610,842,426,1364,463,141,1031,2419,315,424,595,453,1371,501
"142",142,"Kennesaw State",-5.1,717,1775,214,379,518,343,1094,455,142,862,1802,200,404,566,327,1057,402
"143",143,"Kent State",-0.94,797,1868,250,469,713,405,1222,393,143,892,1998,248,470,656,352,1194,438
"144",144,"Kentucky NCAA",8.67,1006,2150,203,685,943,491,1482,408,144,905,2242,287,502,725,437,1240,436
"145",145,"La Salle",3.91,738,1757,166,444,640,332,1126,429,145,839,1858,241,441,627,281,1136,397
"146",146,"Lafayette NCAA",-3.12,872,1799,261,421,549,282,1017,366,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,"Lamar",-5.29,750,1658,169,477,701,376,1063,465,147,809,1809,215,463,669,306,1179,553
"148",148,"Lehigh",-3.55,724,1640,164,430,593,294,1085,393,148,828,1849,281,396,563,291,1079,356
"149",149,"Liberty",-6.44,717,1658,154,457,650,341,1132,522,149,790,1899,316,457,626,237,1096,454
"150",150,"Lipscomb",-5.15,741,1769,253,497,715,345,1112,412,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,"Long Beach State",4.16,761,1809,230,436,638,370,1126,445,151,955,2040,255,421,558,347,1137,449
"152",152,"Long Island University",-5.32,677,1726,195,473,687,368,1121,411,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,"Longwood",-5.53,809,1899,275,418,580,324,1071,489,153,856,1938,263,470,650,363,1244,419
"154",154,"Louisiana",-3.61,975,2125,240,599,848,452,1421,525,154,849,1958,212,498,721,329,1099,506
"155",155,"Louisiana-Monroe",-2.88,923,2162,192,416,583,436,1400,439,155,771,1796,266,379,536,310,1108,422
"156",156,"Louisiana State NCAA",5.63,892,1962,189,450,658,401,1294,476,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,"Louisiana Tech",-1.34,945,2112,248,494,716,375,1210,390,157,838,1900,230,425,600,330,1155,427
"158",158,"Louisville NCAA",8.98,878,2048,198,529,792,454,1351,408,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",159,"Loyola (IL)",0.46,841,1776,224,418,608,291,1078,466,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,"Loyola Marymount",5.28,678,1622,160,412,580,351,1011,422,160,817,1645,238,497,687,277,996,416
"161",161,"Loyola (MD)",-3.38,607,1591,148,402,599,346,1047,388,161,805,1714,226,490,674,265,1064,414
"162",162,"Maine",-3.4,647,1599,197,321,442,238,881,432,162,833,1894,255,487,685,348,1236,434
"163",163,"Manhattan NCAA",-3.34,756,1748,215,573,829,345,1065,481,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",164,"Marist",-2.93,649,1629,226,433,619,230,936,436,164,896,1976,287,436,589,342,1139,332
"165",165,"Marquette",9.02,742,1699,207,392,608,306,1000,402,165,960,2010,244,584,782,334,1160,450
"166",166,"Marshall",-0.22,738,1840,249,412,636,357,1195,499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",167,"Maryland-Baltimore County",-5.14,591,1441,153,347,539,225,902,467,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,"Maryland-Eastern Shore",-6.94,752,1660,213,512,781,379,1100,504,168,882,1879,271,438,616,373,1261,355
"169",169,"Maryland NCAA",7.63,781,1777,258,597,790,314,1223,431,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,"Massachusetts-Lowell",-4.32,610,1481,223,337,508,212,837,383,170,862,1772,216,416,589,318,1091,439
"171",171,"Massachusetts",4.69,772,1785,144,532,756,384,1177,451,171,879,1927,227,480,640,330,1132,375
"172",172,"McNeese State",-5.42,792,1873,193,377,579,413,1118,333,172,805,1878,216,383,562,361,1118,357
"173",173,"Memphis",2.9,802,1827,166,385,578,409,1195,427,173,841,1947,296,442,630,395,1118,433
"174",174,"Mercer",-4.1,808,1840,212,506,736,385,1191,377,174,812,1859,317,432,601,275,996,397
"175",175,"Miami (FL)",7.05,878,2053,292,544,729,377,1317,385,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",176,"Miami (OH)",0.31,739,1679,187,456,643,268,984,411,176,881,2002,246,396,559,305,1174,433
"177",177,"Michigan State NCAA",10,1014,2181,294,451,714,436,1458,441,177,774,2108,252,471,647,369,1058,349
"178",178,"Michigan",9.59,734,1724,250,353,468,267,966,306,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",179,"Middle Tennessee",-0.39,773,1867,242,497,710,386,1215,469,179,738,1713,202,510,714,240,1003,438
"180",180,"Milwaukee",0.15,659,1564,211,434,589,264,982,382,180,811,1865,263,375,504,264,1108,406
"181",181,"Minnesota",7.21,890,1924,243,426,634,352,1087,400,181,876,2000,268,382,542,355,1223,364
"182",182,"Mississippi State",4.72,669,1557,133,506,727,324,1099,474,182,902,2160,274,429,626,410,1264,498
"183",183,"Mississippi Valley State",-7.78,738,1911,157,412,630,382,1052,481,183,862,1823,275,501,715,344,1273,445
"184",184,"Mississippi NCAA",7.01,848,2003,220,559,723,430,1284,378,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,"Missouri-Kansas City",-5.07,723,1776,216,502,724,374,1037,443,185,840,1850,227,540,769,359,1295,481
"186",186,"Missouri State",1.67,654,1612,158,384,525,316,1008,377,186,779,1898,231,408,565,301,1085,326
"187",187,"Missouri",9.26,683,1694,196,373,560,327,1050,417,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",188,"Monmouth",-2.91,730,1702,171,503,697,320,1080,426,188,781,1805,292,518,750,308,1071,413
"189",189,"Montana State",-3.5,662,1665,246,347,482,317,1009,411,189,897,1884,247,483,684,287,1165,425
"190",190,"Montana",-3.78,828,1786,274,417,581,295,1055,391,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,"Morehead State",-3.31,854,1930,220,490,684,422,1205,462,191,765,1634,233,441,635,282,983,407
"192",192,"Morgan State",-6.48,673,1877,163,389,622,468,1098,332,192,791,1772,239,517,736,334,1126,463
"193",193,"Mount St. Mary's",-4.4,662,1645,228,341,500,325,979,367,193,842,1870,243,374,509,375,1204,438
"194",194,"Murray State",-2.81,961,1995,263,579,831,422,1292,411,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,"Navy",-3.61,719,1637,170,344,513,301,982,391,195,744,1645,247,390,549,215,939,465
"196",196,"Omaha",-5.14,767,1724,179,513,737,321,1009,391,196,951,1981,276,410,546,318,1136,366
"197",197,"Nebraska",7.58,664,1613,161,416,588,277,1022,389,197,856,2025,192,361,537,430,1257,412
"198",198,"Nevada-Las Vegas",3.38,808,1816,236,398,600,301,1170,376,198,951,2208,248,427,578,401,1149,382
"199",199,"Nevada",1.08,637,1673,111,489,703,457,1221,436,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",200,"New Hampshire",-6.29,747,1712,231,423,627,302,1174,394,200,712,1648,212,449,663,217,1016,315
"201",201,"New Mexico State NCAA",-3.67,808,1748,165,535,771,428,1199,470,201,763,1919,222,435,612,282,1103,463
"202",202,"New Mexico",1.03,686,1588,148,401,609,331,1081,392,202,931,1925,228,551,766,334,1217,562
"203",203,"New Orleans",-6.36,704,1604,123,531,770,365,1014,452,203,822,1780,226,452,645,321,1074,507
"204",204,"Niagara",-1.8,642,1608,184,460,662,343,1016,408,204,1012,2200,289,456,646,395,1284,387
"205",205,"Nicholls State",-5.3,662,1511,155,404,645,314,981,492,205,824,1868,206,557,820,349,1155,552
"206",206,"NJIT",-4.07,808,1768,279,473,680,319,1110,450,206,795,1726,206,401,569,287,1038,440
"207",207,"Norfolk State",-6.35,850,1801,190,495,751,370,1224,460,207,781,1870,296,559,789,344,1177,495
"208",208,"North Carolina-Asheville",-5.65,780,1774,233,449,619,352,1120,437,208,884,1963,260,471,665,311,1120,446
"209",209,"North Carolina A&T",-8.02,648,1622,157,431,633,366,1066,483,209,956,2093,239,454,661,351,1215,463
"210",210,"North Carolina Central",-8.67,813,1668,219,433,632,312,1121,414,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",211,"North Carolina-Greensboro",-4.36,838,1895,216,398,613,364,1138,414,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",212,"North Carolina State NCAA",9.72,895,2054,236,499,727,435,1369,375,212,908,1952,199,462,657,363,1164,487
"213",213,"North Carolina-Wilmington",-1.92,810,1834,162,457,677,359,1131,395,213,940,1970,298,490,707,285,1151,374
"214",214,"North Carolina NCAA",11.76,1099,2309,184,571,814,526,1541,481,214,972,2297,357,410,597,362,1216,433
"215",215,"North Dakota State NCAA",-3.63,743,1713,230,425,614,274,1098,325,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",216,"North Dakota",-3.73,713,1637,180,426,628,260,961,373,216,942,1923,251,477,652,314,1204,474
"217",217,"North Florida NCAA",-5.94,897,1910,317,540,747,339,1219,436,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",218,"North Texas",-0.71,726,1678,147,426,677,338,1094,420,218,922,2165,263,596,833,328,1300,474
"219",219,"Northeastern NCAA",-1.34,838,1725,203,518,713,297,1160,483,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",220,"Northern Arizona",-4.13,878,2175,255,595,793,501,1463,447,220,859,1828,301,493,666,302,1161,434
"221",221,"Northern Colorado",-6.21,804,1691,204,430,602,339,978,313,221,1014,2279,185,561,818,328,1360,497
"222",222,"Northern Illinois",-0.14,661,1543,149,500,735,373,1039,426,222,861,1866,274,411,592,317,1117,401
"223",223,"Northern Iowa NCAA",2,776,1618,257,472,644,255,1071,363,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",224,"Northern Kentucky",-4.49,779,1693,226,333,507,299,1014,348,224,752,1840,205,403,576,304,1058,450
"225",225,"Northwestern State",-4.52,946,2052,264,531,709,372,1106,392,225,789,1691,218,468,679,322,1081,403
"226",226,"Northwestern",7.2,727,1669,228,349,477,277,1052,357,226,729,1669,227,442,621,278,1043,403
"227",227,"Notre Dame NCAA",7.02,1050,2061,302,561,756,313,1231,357,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",228,"Oakland",1.27,857,1854,259,477,695,340,1109,416,228,931,2066,237,417,575,350,1186,405
"229",229,"Ohio State NCAA",7.37,964,1995,236,471,693,387,1241,396,229,811,1944,272,403,574,302,1078,418
"230",230,"Ohio",0.45,727,1678,217,357,486,268,1023,382,230,839,1943,249,426,567,305,1200,415
"231",231,"Oklahoma State NCAA",9.63,733,1667,226,468,645,287,1039,392,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",232,"Oklahoma NCAA",9.94,885,2035,236,495,668,389,1332,419,232,964,2178,293,393,559,383,1237,415
"233",233,"Old Dominion",-0.15,836,1935,207,394,592,438,1267,377,233,707,1735,241,355,525,294,1079,462
"234",234,"Oral Roberts",-1.99,798,1859,205,576,801,363,1157,396,234,902,1940,261,419,586,337,1122,350
"235",235,"Oregon State",4.97,665,1577,160,397,573,293,973,365,235,765,1771,226,495,677,317,1030,408
"236",236,"Oregon NCAA",7.65,992,2143,263,466,613,372,1298,421,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",237,"Pacific",3.31,681,1633,202,432,667,385,1076,391,237,798,1760,257,463,619,287,1047,395
"238",238,"Penn State",7.1,795,1893,227,456,656,354,1201,414,238,928,2182,251,494,700,378,1288,521
"239",239,"Pennsylvania",-1.36,599,1379,155,334,495,258,886,419,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",240,"Pepperdine",2.8,704,1666,145,467,630,300,1062,395,240,887,1821,305,437,604,267,1045,344
"241",241,"Pittsburgh",7.36,835,1866,164,445,650,407,1136,336,241,831,1894,235,419,592,390,1205,329
"242",242,"Portland State",-4.86,723,1645,193,444,598,283,942,324,242,937,1972,251,573,822,343,1263,615
"243",243,"Portland",2.67,810,1825,216,479,668,389,1173,402,243,838,1926,271,425,609,352,1187,351
"244",244,"Prairie View",-8.2,822,1923,177,390,604,388,1072,471,244,879,1877,230,621,899,371,1251,563
"245",245,"Presbyterian",-4.51,741,1656,136,360,546,296,1029,415,245,837,1769,238,361,498,296,1099,371
